ProductID, Symbol                , ExchangeID, Bloomberg code,Name
4664055,8591, XTKS     ,8591 JT EQUITY    ,ORIX CORP
4664056, BND                   , ARCX     ,BND UP EQUITY     ,VANGUARD TOTAL BOND MARKET
4664057, PPL                   , XNAS     ,PPL UN EQUITY     ,PPL CORPORATION
4664058, AVB                   , XNAS     ,AVB UN EQUITY     ,AVALONBAY COMMUNITIES INC
4664059,8053, XTKS     ,8053 JT EQUITY    ,SUMITOMO CORP
4664060,8725, XTKS     ,8725 JT EQUITY    ,MS&AD INSURANCE GROUP HOLDIN
4664061,4452, XTKS     ,4452 JT EQUITY    ,KAO CORP
4664062, SANDVIK A ,XSTO     ,SAND SS EQUITY    ,SANDVIK AB
4664063, D01                   , XSES     ,DFI SP EQUITY     ,DAIRY FARM INTL HLDGS LTD
4664064, SCV B , XSTO     ,SCVB SS EQUITY    ,SCANIA AB-B SHS
4664065, FUM1V , XHEL     ,FUM1V FH EQUITY   ,FORTUM OYJ
4664066,2503, XTKS     ,2503 JT EQUITY    ,KIRIN HOLDINGS CO LTD
4664067, KBC , XBRU     ,KBC BB EQUITY     ,KBC GROEP NV
4664068, F34                   , XSES     ,WIL SP EQUITY     ,WILMAR INTERNATIONAL LTD
4664069, H78                   , XSES     ,HKL SP EQUITY     ,HONGKONG LAND HOLDINGS LTD
4664070, SCHP , XVTX     ,SCHP VX EQUITY    ,SCHINDLER HOLDING-PART CERT
4664071, CABK , XMAD     ,CABK SM EQUITY    ,CAIXABANK S.A
4664072, IJH                   , ARCX     ,IJH UP EQUITY     ,ISHARES CORE S&P MIDCAP ETF
4664073, MAN , XETR     ,MAN GY EQUITY     ,MAN SE
4664074, VIG                   , ARCX     ,VIG UP EQUITY     ,VANGUARD DIVIDEND APPREC ETF
4664075, NEM                   , XNAS     ,NEM UN EQUITY     ,NEWMONT MINING CORP
4664076,4755, XTKS     ,4755 JT EQUITY    ,RAKUTEN INC
4664077,8601, XTKS     ,8601 JT EQUITY    ,DAIWA SECURITIES GROUP INC
4664078, TYC                   , XNAS     ,TYC UN EQUITY     ,TYCO INTERNATIONAL LTD
4664079, HYG                   , ARCX     ,HYG UP EQUITY     ,ISHARES IBOXX HIGH YIELD COR
4664080, EIX                   , XNAS     ,EIX UN EQUITY     ,EDISON INTERNATIONAL
4664081, CAM                   , XNAS     ,CAM UN EQUITY     ,CAMERON INTERNATIONAL CORP
4664082, AGG                   , ARCX     ,AGG UP EQUITY     ,ISHARES CORE TOTAL US BOND M
4664083, SUN                   , XASX     ,SUN AU EQUITY     ,SUNCORP GROUP LTD
4664084, BN4                   , XSES     ,KEP SP EQUITY     ,KEPPEL CORP LTD
4664085,9531, XTKS     ,9531 JT EQUITY    ,TOKYO GAS CO LTD
4664086,7269, XTKS     ,7269 JT EQUITY    ,SUZUKI MOTOR CORP
4664087,8750, XTKS     ,8750 JT EQUITY    ,DAI-ICHI LIFE INSURANCE
4664088, CRH                   , XNAS     ,CRH UN EQUITY     ,CRH PLC-SPONSORED ADR
4664089, TI/A                  , XNAS     ,TI/A UN EQUITY    ,TELECOM ITALIA SPA-SPON ADR
4664090, TI                    , XNAS     ,TI UN EQUITY      ,TELECOM ITALIA SPA-SPON ADR
4664091, BF^B                  , XNAS     ,BF/B UN EQUITY    ,BROWN-FORMAN CORP-CLASS B
4664092,7974, XTKS     ,7974 JT EQUITY    ,NINTENDO CO LTD
4664093, AMP                   , XASX     ,AMP AU EQUITY     ,AMP LTD
4664094, PSO                   , XNAS     ,PSO UN EQUITY     ,PEARSON PLC-SPONSORED ADR
4664095, CARLB , XCSE     ,CARLB DC EQUITY   ,CARLSBERG AS-B
4664096, ASSA B , XSTO     ,ASSAB SS EQUITY   ,ASSA ABLOY AB-B
4664097,5411, XTKS     ,5411 JT EQUITY    ,JFE HOLDINGS INC
4664098, AV                    , XNAS     ,AV UN EQUITY      ,AVIVA PLC - SPON ADR
4664099, WDC , XNYS     ,WDC UW EQUITY     ,WESTERN DIGITAL CORP
4664100, ABE , XMAD     ,ABE SM EQUITY     ,ABERTIS INFRAESTRUCTURAS SA
4664101, MQG                   , XASX     ,MQG AU EQUITY     ,MACQUARIE GROUP LTD
4664102, NUE                   , XNAS     ,NUE UN EQUITY     ,NUCOR CORP
4664103, CAG                   , XNAS     ,CAG UN EQUITY     ,CONAGRA FOODS INC
4664104,6273, XTKS     ,6273 JT EQUITY    ,SMC CORP
4664105, CHK                   , XNAS     ,CHK UN EQUITY     ,CHESAPEAKE ENERGY CORP
4664106, BXB                   , XASX     ,BXB AU EQUITY     ,BRAMBLES LTD
4664107,1321, XTKS     ,1321 JT EQUITY    ,NOMURA ETF - NIKKEI 225
4664108, G13                   , XSES     ,GENS SP EQUITY    ,GENTING SINGAPORE PLC
4664109, ORG                   , XASX     ,ORG AU EQUITY     ,ORIGIN ENERGY LTD
4664110,7202, XTKS     ,7202 JT EQUITY    ,ISUZU MOTORS LTD
4664111, TTM                   , XNAS     ,TTM UN EQUITY     ,TATA MOTORS LTD-SPON ADR
4664112, HEI , XETR     ,HEI GY EQUITY     ,HEIDELBERGCEMENT AG
4664113, ADI , XNYS     ,ADI UW EQUITY     ,ANALOG DEVICES INC
4664114,6367, XTKS     ,6367 JT EQUITY    ,DAIKIN INDUSTRIES LTD
4664115, TKC                   , XNAS     ,TKC UN EQUITY     ,TURKCELL ILETISIM HIZMET-ADR
4664116, VEA                   , ARCX     ,VEA UP EQUITY     ,VANGUARD FTSE DEVELOPED ETF
4664117, HIG                   , XNAS     ,HIG UN EQUITY     ,HARTFORD FINANCIAL SVCS GRP
4664118,6201, XTKS     ,6201 JT EQUITY    ,TOYOTA INDUSTRIES CORP
4664119, Y92                   , XSES     ,THBEV SP EQUITY   ,THAI BEVERAGE PCL
4664120, NU                    , XNAS     ,NU UN EQUITY      ,NORTHEAST UTILITIES
4664121,1306, XTKS     ,1306 JT EQUITY    ,NOMURA ETF - TOPIX
4664122, NLY                   , XNAS     ,NLY UN EQUITY     ,ANNALY CAPITAL MANAGEMENT IN
4664123, AMS , XMAD     ,AMS SM EQUITY     ,AMADEUS IT HOLDING SA-A SHS
4664124, JMT , XLIS     ,JMT PL EQUITY     ,JERONIMO MARTINS
4664125, RUK                   , XNAS     ,RUK UN EQUITY     ,REED ELSEVIER PLC-SPONS ADR
4664126, SWN                   , XNAS     ,SWN UN EQUITY     ,SOUTHWESTERN ENERGY CO
4664127,5020, XTKS     ,5020 JT EQUITY    ,JX HOLDINGS INC
4664128, FTI                   , XNAS     ,FTI UN EQUITY     ,FMC TECHNOLOGIES INC
4664129, NOK1V , XHEL     ,NOK1V FH EQUITY   ,NOKIA OYJ
4664130, NOK                   , XNAS     ,NOK UN EQUITY     ,NOKIA CORP-SPON ADR
4664131, NOKI SEK              , XSTO     ,NOKISEK SS EQUITY ,NOKIA OYJ
4664132, MTB                   , XNAS     ,MTB UN EQUITY     ,M & T BANK CORP
4664133, AGU                   , XNAS     ,AGU UN EQUITY     ,AGRIUM INC
4664134,8002, XTKS     ,8002 JT EQUITY    ,MARUBENI CORP
4664135, HST                   , XNAS     ,HST UN EQUITY     ,HOST HOTELS & RESORTS INC
4664136, KNIN , XVTX     ,KNIN VX EQUITY    ,KUEHNE & NAGEL INTL AG-REG
4664137, HOT                   , XNAS     ,HOT UN EQUITY     ,STARWOOD HOTELS & RESORTS
4664138, XLF                   , ARCX     ,XLF UP EQUITY     ,FINANCIAL SELECT SECTOR SPDR
4664139, FIS                   , XNAS     ,FIS UN EQUITY     ,FIDELITY NATIONAL INFORMATIO
4664140,4568, XTKS     ,4568 JT EQUITY    ,DAIICHI SANKYO CO LTD
4664141, C07                   , XSES     ,JCNC SP EQUITY    ,JARDINE CYCLE & CARRIAGE LTD
4664142, GALP , XLIS     ,GALP PL EQUITY    ,GALP ENERGIA SGPS SA
4664143, CX                    , XNAS     ,CX UN EQUITY      ,CEMEX SAB-SPONS ADR PART CER
4664144,4661, XTKS     ,4661 JT EQUITY    ,ORIENTAL LAND CO LTD
4664145,7261, XTKS     ,7261 JT EQUITY    ,MAZDA MOTOR CORP
4664146,4519, XTKS     ,4519 JT EQUITY    ,CHUGAI PHARMACEUTICAL CO LTD
4664147, GBLB , XBRU     ,GBLB BB EQUITY    ,GROUPE BRUXELLES LAMBERT SA
4664148, XBCH                  , XMAD     ,XBCH SM EQUITY    ,BANCO DE CHILE
4664149, RRC                   , XNAS     ,RRC UN EQUITY     ,RANGE RESOURCES CORP
4664150, AEG                   , XNAS     ,AEG UN EQUITY     ,AEGON N.V.-NY REG SHR
4664151,8113, XTKS     ,8113 JT EQUITY    ,UNICHARM CORP
4664152, MDY                   , ARCX     ,MDY UP EQUITY     ,SPDR S&P MIDCAP 400 ETF TRST
4664153, DVY                   , ARCX     ,DVY UP EQUITY     ,ISHARES SELECT DIVIDEND ETF
4664154, YAR                   , XOSL     ,YAR NO EQUITY     ,YARA INTERNATIONAL ASA
4664155,8308, XTKS     ,8308 JT EQUITY    ,RESONA HOLDINGS INC
4664156,4523, XTKS     ,4523 JT EQUITY    ,EISAI CO LTD
4664157, RSG                   , XNAS     ,RSG UN EQUITY     ,REPUBLIC SERVICES INC
4664158, SQM                   , XNAS     ,SQM UN EQUITY     ,QUIMICA Y MINERA CHIL-SP ADR
4664159, PFF                   , ARCX     ,PFF UP EQUITY     ,ISHARES US PREFERRED STOCK E
4664160,4901, XTKS     ,4901 JT EQUITY    ,FUJIFILM HOLDINGS CORP
4664161,2502, XTKS     ,2502 JT EQUITY    ,ASAHI GROUP HOLDINGS LTD
4664162,9503, XTKS     ,9503 JT EQUITY    ,KANSAI ELECTRIC POWER CO INC
4664163, SOLB , XBRU     ,SOLB BB EQUITY    ,SOLVAY SA
4664164, BSV                   , ARCX     ,BSV UP EQUITY     ,VANGUARD SHORT-TERM BOND ETF
4664165,9735, XTKS     ,9735 JT EQUITY    ,SECOM CO LTD
4664166, C31                   , XSES     ,CAPL SP EQUITY    ,CAPITALAND LTD
4664167, SDY                   , ARCX     ,SDY UP EQUITY     ,SPDR S&P DIVIDEND ETF
4664168, DIA                   , ARCX     ,DIA UP EQUITY     ,SPDR DJIA TRUST
4664169, ETR                   , XNAS     ,ETR UN EQUITY     ,ENTERGY CORP
4664170, AMTD , XNAS     ,AMTD UN EQUITY    ,TD AMERITRADE HOLDING CORP
4664171, ENL                   , XNAS     ,ENL UN EQUITY     ,REED ELSEVIER NV-SPONS ADR
4664172, EWJ                   , ARCX     ,EWJ UP EQUITY     ,ISHARES MSCI JAPAN ETF
4664173, AMC                   , XASX     ,AMC AU EQUITY     ,AMCOR LIMITED
4664174, DTE                   , XNAS     ,DTE UN EQUITY     ,DTE ENERGY COMPANY
4664175,1925, XTKS     ,1925 JT EQUITY    ,DAIWA HOUSE INDUSTRY CO LTD
4664176, STO                   , XASX     ,STO AU EQUITY     ,SANTOS LTD
4664177, EQT                   , XNAS     ,EQT UN EQUITY     ,EQT CORP
4664178, RTL , XBRU     ,RTL BB EQUITY     ,RTL GROUP
4664179, FER , XMAD     ,FER SM EQUITY     ,FERROVIAL SA
4664180, GIVN , XVTX     ,GIVN VX EQUITY    ,GIVAUDAN-REG
4664181, MUR                   , XNAS     ,MUR UN EQUITY     ,MURPHY OIL CORP
4664182, OKS                   , XNAS     ,OKS UN EQUITY     ,ONEOK PARTNERS LP
4664183,3402, XTKS     ,3402 JT EQUITY    ,TORAY INDUSTRIES INC
4664184, COLO B                , XCSE     ,COLOB DC EQUITY   ,COLOPLAST-B
4664185, DB1 , XETR     ,DB1 GY EQUITY     ,DEUTSCHE BOERSE AG
4664186, CBK                   , XETR     ,CBK GY EQUITY     ,COMMERZBANK AG
4664187,6988, XTKS     ,6988 JT EQUITY    ,NITTO DENKO CORP
4664188, EDP , XLIS     ,EDP PL EQUITY     ,EDP-ENERGIAS DE PORTUGAL SA
4664189, UAL                   , XNAS     ,UAL UN EQUITY     ,UNITED CONTINENTAL HOLDINGS
4664190,7259, XTKS     ,7259 JT EQUITY    ,AISIN SEIKI CO LTD
4664191, JNK                   , ARCX     ,JNK UP EQUITY     ,SPDR BARCLAYS HIGH YIELD BD
4664192, GRF , XMAD     ,GRF SM EQUITY     ,GRIFOLS SA
4664193,7731, XTKS     ,7731 JT EQUITY    ,NIKON CORP
4664194, MEO , XETR     ,MEO GY EQUITY     ,METRO AG
4664195, IAG                   , XASX     ,IAG AU EQUITY     ,INSURANCE AUSTRALIA GROUP
4664196, CF                    , XNAS     ,CF UN EQUITY      ,CF INDUSTRIES HOLDINGS INC
4664197, GGB                   , XNAS     ,GGB UN EQUITY     ,GERDAU SA -SPON ADR
4664198, NZYM B                , XCSE     ,NZYMB DC EQUITY   ,NOVOZYMES A/S-B SHARES
4664199, XALFA                 , XMAD     ,XALFA SM EQUITY   ,ALFA S.A.B.-A
4664200, PRGO                  , XNAS     ,PRGO UN EQUITY    ,PERRIGO CO
4664201, MAP , XMAD     ,MAP SM EQUITY     ,MAPFRE SA
4664202, XRX                   , XNAS     ,XRX UN EQUITY     ,XEROX CORP
4664203, CIG                   , XNAS     ,CIG UN EQUITY     ,CEMIG SA -SPONS ADR
4664204, WFT                   , XNAS     ,WFT UN EQUITY     ,WEATHERFORD INTL LTD
4664205, ADEN , XVTX     ,ADEN VX EQUITY    ,ADECCO SA-REG
4664206, SKF A                 , XSTO     ,SKFA SS EQUITY    ,SKF AB-A SHS
4664207, SKF B                 , XSTO     ,SKFB SS EQUITY    ,SKF AB-B SHARES
4664208,9502, XTKS     ,9502 JT EQUITY    ,CHUBU ELECTRIC POWER CO INC
4664209, XLK                   , ARCX     ,XLK UP EQUITY     ,TECHNOLOGY SELECT SECT SPDR
4664210, NCM                   , XASX     ,NCM AU EQUITY     ,NEWCREST MINING LTD
4664211, SNN                   , XNAS     ,SNN UN EQUITY     ,SMITH & NEPHEW PLC -SPON ADR
4664212, MC0                   , XSES     ,GLP SP EQUITY     ,GLOBAL LOGISTIC PROPERTIES L
4664213,5802, XTKS     ,5802 JT EQUITY    ,SUMITOMO ELECTRIC INDUSTRIES
4664214, FMG                   , XASX     ,FMG AU EQUITY     ,FORTESCUE METALS GROUP LTD
4664215,3765, XTKS     ,3765 JT EQUITY    ,GUNGHO ONLINE ENTERTAINMENT
4664216, OSH                   , XASX     ,OSH AU EQUITY     ,OIL SEARCH LTD
4664217, CNH                   , XNAS     ,CNH US EQUITY     ,CNH GLOBAL N.V.
4664218, UCB , XBRU     ,UCB BB EQUITY     ,UCB SA
4664219, VUG                   , ARCX     ,VUG UP EQUITY     ,VANGUARD GROWTH ETF
4664220,8630, XTKS     ,8630 JT EQUITY    ,NKSJ HOLDINGS INC
4664221,8015, XTKS     ,8015 JT EQUITY    ,TOYOTA TSUSHO CORP
4664222, BG                    , XNAS     ,BG UN EQUITY      ,BUNGE LTD
4664223, SJR                   , XNAS     ,SJR UN EQUITY     ,SHAW COMMUNICATIONS INC-B
4664224, NE                    , XNAS     ,E UN EQUITY,NOBLE CORP PLC
4664225, IJR                   , ARCX     ,IJR UP EQUITY     ,ISHARES CORE S&P SMALL-CAP E
4664226, DXJ                   , ARCX     ,DXJ UP EQUITY     ,WISDOMTREE JAPAN HEDGED EQ
4664227, HEXA B                , XSTO     ,HEXAB SS EQUITY   ,HEXAGON AB-B SHS
4664228, MWE                   , XNAS     ,MWE UN EQUITY     ,MARKWEST ENERGY PARTNERS LP
4664229,6594, XTKS     ,6594 JT EQUITY    ,NIDEC CORP
4664230, VTV                   , ARCX     ,VTV UP EQUITY     ,VANGUARD VALUE ETF
4664231, TKA , XETR     ,TKA GY EQUITY     ,THYSSENKRUPP AG
4664232,4543, XTKS     ,4543 JT EQUITY    ,TERUMO CORP
4664233,9501, XTKS     ,9501 JT EQUITY    ,TOKYO ELECTRIC POWER CO INC
4664234, S63                   , XSES     ,STE SP EQUITY     ,SINGAPORE TECH ENGINEERING
4664235, CSJ                   , ARCX     ,CSJ UP EQUITY     ,ISHARES 1-3 YEAR CREDIT BOND
4664236, C6L                   , XSES     ,SIA SP EQUITY     ,SINGAPORE AIRLINES LTD
4664237,7733, XTKS     ,7733 JT EQUITY    ,OLYMPUS CORP
4664238,7211, XTKS     ,7211 JT EQUITY    ,MITSUBISHI MOTORS CORP
4664239, O                     , XNAS     ,O UN EQUITY       ,REALTY INCOME CORP
4664240,8267, XTKS     ,8267 JT EQUITY    ,AEON CO LTD
4664241, TCL                   , XASX     ,TCL AU EQUITY     ,TRANSURBAN GROUP
4664242,3407, XTKS     ,3407 JT EQUITY    ,ASAHI KASEI CORP
4664243, DO                    , XNAS     ,DO UN EQUITY      ,DIAMOND OFFSHORE DRILLING
4664244, OKE                   , XNAS     ,OKE UN EQUITY     ,ONEOK INC
4664245,8035, XTKS     ,8035 JT EQUITY    ,TOKYO ELECTRON LTD
4664246, VEU                   , ARCX     ,VEU UP EQUITY     ,VANGUARD FTSE ALL-WORLD EX-U
4664247,1963, XTKS     ,1963 JT EQUITY    ,JGC CORP
4664248, VOO                   , ARCX     ,VOO UP EQUITY,VANGUARD S&P 500 ETF
4664249, WEC                   , XNAS     ,WEC UN EQUITY     ,WISCONSIN ENERGY CORP
4664250, EEP                   , XNAS     ,EEP UN EQUITY     ,ENBRIDGE ENERGY PARTNERS LP
4664251, GEBN , XVTX     ,GEBN VX EQUITY    ,GEBERIT AG-REG
4664252, NYX                   , XNAS     ,NYX UN EQUITY     ,NYSE EURONEXT
4664253,1928, XTKS     ,1928 JT EQUITY    ,SEKISUI HOUSE LTD
4664254,6702, XTKS     ,6702 JT EQUITY    ,FUJITSU LTD
4664255, LHA , XETR     ,LHA GY EQUITY     ,DEUTSCHE LUFTHANSA-REG
4664256, KIM                   , XNAS     ,KIM UN EQUITY     ,KIMCO REALTY CORP
4664257, DBXD , XETR     ,XDAX GY EQUITY    ,DB X-TRACKERS DAX UCITS ETF
4664258, WRT                   , XASX     ,WRT AU EQUITY     ,WESTFIELD RETAIL TRUST
4664259,7752, XTKS     ,7752 JT EQUITY    ,RICOH CO LTD
4664260,4324, XTKS     ,4324 JT EQUITY    ,DENTSU INC
4664261,8795, XTKS     ,8795 JT EQUITY    ,T&D HOLDINGS INC
4664262, CCL                   , XASX     ,CCL AU EQUITY     ,COCA-COLA AMATIL LTD
4664263, CPN                   , XNAS     ,CPN UN EQUITY     ,CALPINE CORP
4664264, EPB                   , XNAS     ,EPB UN EQUITY     ,EL PASO PIPELINE PARTNERS LP
4664265,9532, XTKS     ,9532 JT EQUITY    ,OSAKA GAS CO LTD
4664266,7205, XTKS     ,7205 JT EQUITY    ,HINO MOTORS LTD
4664267, NHY                   , XOSL     ,NHY NO EQUITY     ,NORSK HYDRO ASA
4664268,9064, XTKS     ,9064 JT EQUITY    ,YAMATO HOLDINGS CO LTD
4664269, WRT1V , XHEL     ,WRT1V FH EQUITY   ,WARTSILA OYJ ABP
4664270, ALFA                  , XSTO     ,ALFA SS EQUITY    ,ALFA LAVAL AB
4664271,5201, XTKS     ,5201 JT EQUITY    ,ASAHI GLASS CO LTD
4664272, MAC                   , XNAS     ,MAC UN EQUITY     ,MACERICH CO/THE
4664273, CWN                   , XASX     ,CWN AU EQUITY     ,CROWN RESORTS LTD
4664274,2802, XTKS     ,2802 JT EQUITY    ,AJINOMOTO CO INC
4664275, AA                    , XNAS     ,AA UN EQUITY      ,ALCOA INC
4664276,7741, XTKS     ,7741 JT EQUITY    ,HOYA CORP
4664277,7262, XTKS     ,7262 JT EQUITY    ,DAIHATSU MOTOR CO LTD
4664278, NI                    , XNAS     ,NI UN EQUITY      ,NISOURCE INC
4664279,9021, XTKS     ,9021 JT EQUITY    ,WEST JAPAN RAILWAY CO
4664280, CIT                   , XNAS     ,CIT UN EQUITY     ,CIT GROUP INC
4664281, HNR1 , XETR     ,HNR1 GY EQUITY    ,HANNOVER RUECK SE
4664282, TDC                   , XNAS     ,TDC UN EQUITY     ,TERADATA CORP
4664283, IFX , XETR     ,IFX GY EQUITY     ,INFINEON TECHNOLOGIES AG
4664284, ORK                   , XOSL     ,ORK NO EQUITY     ,ORKLA ASA
4664285, AGS                   , XBRU     ,AGS BB EQUITY     ,AGEAS
4664286, TSN                   , XNAS     ,TSN UN EQUITY     ,TYSON FOODS INC-CL A
4664287, PSM , XETR     ,PSM GY EQUITY,PROSIEBEN SAT.1 MEDIA AG-REG
4664288, COLR , XBRU     ,COLR BB EQUITY    ,COLRUYT SA
4664289, BAER , XVTX     ,BAER VX EQUITY    ,JULIUS BAER GROUP LTD
4664290, ACS , XMAD     ,ACS SM EQUITY     ,ACS ACTIVIDADES CONS Y SERV
4664291, CCJ                   , XNAS     ,CCJ UN EQUITY     ,CAMECO CORP
4664292, STM                   , XNAS     ,STM UN EQUITY,STMICROELECTRONICS NV-NY SHS
4664293, TSO                   , XNAS     ,TSO UN EQUITY     ,TESORO CORP
4664294, PCL                   , XNAS     ,PCL UN EQUITY     ,PLUM CREEK TIMBER CO
4664295,9005, XTKS     ,9005 JT EQUITY    ,TOKYU CORP
4664296, AEE                   , XNAS     ,AEE UN EQUITY     ,AMEREN CORPORATION
4664297,ELUXB,XSTO,ELUXB SS Equity,ELUXB (GIRO CONTRACT)
4664297, ELUXB , XSTO     ,ELUXB SS EQUITY   ,ELECTROLUX AB-SER B
4664298, SLG                   , XNAS     ,SLG UN EQUITY     ,SL GREEN REALTY CORP
4664299, IAU                   , ARCX     ,IAU UP EQUITY     ,ISHARES GOLD TRUST
4664300, MILLICOM INT ,XSTO     ,MIC SS EQUITY     ,MILLICOM INTL CELLULAR-SDR
4664301, GMG                   , XASX     ,GMG AU EQUITY     ,GOODMAN GROUP
4664302, ORI                   , XASX     ,ORI AU EQUITY     ,ORICA LTD
4664303, KD8 , XETR     ,KD8 GY EQUITY     ,KABEL DEUTSCHLAND HOLDING AG
4664304, SLW                   , XNAS     ,SLW UN EQUITY     ,SILVER WHEATON CORP
4664305,9202, XTKS     ,9202 JT EQUITY    ,ANA HOLDINGS INC
4664306,4528, XTKS     ,4528 JT EQUITY    ,ONO PHARMACEUTICAL CO LTD
4664307, CNX                   , XNAS     ,CNX UN EQUITY     ,CONSOL ENERGY INC
4664308, BNR , XETR     ,BNR GY EQUITY     ,BRENNTAG AG
4664309, DLR                   , XNAS     ,DLR UN EQUITY     ,DIGITAL REALTY TRUST INC
4664310, FLS                   , XNAS     ,FLS UN EQUITY     ,FLOWSERVE CORP
4664311, SGP                   , XASX     ,SGP AU EQUITY     ,STOCKLAND
4664312, LEN                   , XNAS     ,LEN UN EQUITY     ,LENNAR CORP-A
4664313, LEN/B                 , XNAS     ,LEN/B US EQUITY   ,LENNAR CORP - B SHS
4664314,2267, XTKS     ,2267 JT EQUITY    ,YAKULT HONSHA CO LTD
4664315, SDF , XETR     ,SDF GY EQUITY     ,K+S AG-REG
4664316,4188, XTKS     ,4188 JT EQUITY    ,MITSUBISHI CHEMICAL HOLDINGS
4664317,5713, XTKS     ,5713 JT EQUITY    ,SUMITOMO METAL MINING CO LTD
4664318,9041, XTKS     ,9041 JT EQUITY    ,KINTETSU CORP
4664319,6586, XTKS     ,6586 JT EQUITY    ,MAKITA CORP
4664320, AGK                   , XASX     ,AGK AU EQUITY     ,AGL ENERGY LTD
4664321, RCL                   , XOSL     ,RCL NO EQUITY     ,ROYAL CARIBBEAN CRUISES LTD
4664322,9007, XTKS     ,9007 JT EQUITY    ,ODAKYU ELECTRIC RAILWAY CO
4664323, BELG , XBRU     ,BELG BB EQUITY    ,BELGACOM SA
4664324, IAG                   , XMAD     ,IAG SM EQUITY     ,INTL CONSOLIDATED AIRLINE-DI
4664325, IWR                   , ARCX     ,IWR UP EQUITY     ,ISHARES RUSSELL MID-CAP ETF
4664326, C09                   , XSES     ,CIT SP EQUITY     ,CITY DEVELOPMENTS LTD
4664327, TDG                   , XNAS     ,TDG UN EQUITY     ,TRANSDIGM GROUP INC
4664328, IHG                   , XNAS     ,IHG UN EQUITY     ,INTERCONTINENTAL HOTELS-ADR
4664329, XLE                   , ARCX     ,XLE UP EQUITY     ,ENERGY SELECT SECTOR SPDR
4664330,7309, XTKS     ,7309 JT EQUITY    ,SHIMANO INC
4664331, SUBC                  , XOSL     ,SUBC NO EQUITY    ,SUBSEA 7 SA
4664332, ATLN , XVTX     ,ATLN VX EQUITY    ,ACTELION LTD-REG
4664333, TXT                   , XNAS     ,TXT UN EQUITY     ,TEXTRON INC
4664334, IVW                   , ARCX     ,IVW UP EQUITY     ,ISHARES S&P 500 GROWTH ETF
4664335, SHY                   , ARCX     ,SHY UP EQUITY     ,ISHARES 1-3 YEAR TREASURY BO
4664336, CMS                   , XNAS     ,CMS UN EQUITY     ,CMS ENERGY CORP
4664337, SKANSKA B ,XSTO     ,SKAB SS EQUITY    ,SKANSKA AB-B SHS
4664338,4507, XTKS     ,4507 JT EQUITY    ,SHIONOGI & CO LTD
4664339, AWK                   , XNAS     ,AWK UN EQUITY     ,AMERICAN WATER WORKS CO INC
4664340, ALIV SDB              , XSTO     ,ALIV SS EQUITY    ,AUTOLIV INC-SWED DEP RECEIPT
4664341, IRE                   , XNAS     ,IRE UN EQUITY     ,BANK OF IRELAND-SPONS ADR
4664342, TRW                   , XNAS     ,TRW UN EQUITY     ,TRW AUTOMOTIVE HOLDINGS CORP
4664343,4508, XTKS     ,4508 JT EQUITY    ,MITSUBISHI TANABE PHARMA
4664344, TEL2 B                , XSTO     ,TEL2B SS EQUITY   ,TELE2 AB-B SHS
4664345, BPL                   , XNAS     ,BPL UN EQUITY     ,BUCKEYE PARTNERS LP
4664346,8355, XTKS     ,8355 JT EQUITY    ,SHIZUOKA BANK LTD/THE
4664347,2651, XTKS     ,2651 JT EQUITY    ,LAWSON INC
4664348,1878, XTKS     ,1878 JT EQUITY    ,DAITO TRUST CONSTRUCT CO LTD
4664349, KINNEVIK B SHARE ,,KINVB SS EQUITY   ,INVESTMENT AB KINNEVIK-B SHS
4664350, SLV                   , ARCX     ,SLV UP EQUITY     ,ISHARES SILVER TRUST
4664351, S51                   , XSES     ,SMM SP EQUITY     ,SEMBCORP MARINE LTD
4664352, FRT                   , XNAS     ,FRT UN EQUITY     ,FEDERAL REALTY INVS TRUST
4664353,5938, XTKS     ,5938 JT EQUITY    ,LIXIL GROUP CORP
4664354, RYN                   , XNAS     ,RYN UN EQUITY     ,RAYONIER INC
4664355, SCG                   , XNAS     ,SCG UN EQUITY     ,SCANA CORP
4664356,1330, XTKS     ,1330 JT EQUITY    ,NIKKO ETF - NKY 225
4664357, BWP                   , XNAS     ,BWP UN EQUITY     ,BOARDWALK PIPELINE PARTNERS
4664358, SOON , XVTX     ,SOON VX EQUITY    ,SONOVA HOLDING AG-REG
4664359, XLV                   , ARCX     ,XLV UP EQUITY     ,HEALTH CARE SELECT SECTOR
4664360, INDUSTRIVARDEN C ,,INDUC SS EQUITY   ,INDUSTRIVARDEN AB-C SHS
4664361, INDU A , XSTO     ,INDUA SS EQUITY   ,INDUSTRIVARDEN AB-A SHS
4664362, SWMA                  , XSTO     ,SWMA SS EQUITY    ,SWEDISH MATCH AB
4664363,6645, XTKS     ,6645 JT EQUITY    ,OMRON CORP
4664364, REE , XMAD     ,REE SM EQUITY     ,RED ELECTRICA CORPORACION SA
4664365,6869, XTKS     ,6869 JT EQUITY    ,SYSMEX CORP
4664366, G1A , XETR     ,G1A GY EQUITY     ,GEA GROUP AG
4664367, G07                   , XSES     ,GE SP EQUITY      ,GREAT EASTERN HOLDINGS LTD
4664368, GETI B                , XSTO     ,GETIB SS EQUITY   ,GETINGE AB-B SHS
4664369, NS8U                  , XSES     ,HPHT SP EQUITY    ,HUTCHISON PORT HOLDINGS TR-U
4664370,8332, XTKS     ,8332 JT EQUITY    ,BANK OF YOKOHAMA LTD/THE
