ProductID, Symbol                , ExchangeID, Bloomberg code,Name
4664371, EWZ                   , ARCX     ,EWZ UP EQUITY     ,ISHARES MSCI BRAZIL CAPPED E
4664372,9042, XTKS     ,9042 JT EQUITY    ,HANKYU HANSHIN HOLDINGS INC
4664373, U96                   , XSES     ,SCI SP EQUITY     ,SEMBCORP INDUSTRIES LTD
4664374, BKIA                  , XMAD     ,BKIA SM EQUITY    ,BANKIA SA
4664375, XLP                   , ARCX     ,XLP UP EQUITY     ,CONSUMER STAPLES SPDR
4664376, OGE                   , XNAS     ,OGE UN EQUITY     ,OGE ENERGY CORP
4664377, POP                   , XMAD     ,POP SM EQUITY     ,BANCO POPULAR ESPANOL
4664378, SZU , XETR     ,SZU GY EQUITY     ,SUEDZUCKER AG
4664379,6701, XTKS     ,6701 JT EQUITY    ,NEC CORP
4664380,7912, XTKS     ,7912 JT EQUITY    ,DAI NIPPON PRINTING CO LTD
4664381, RHC                   , XASX     ,RHC AU EQUITY     ,RAMSAY HEALTH CARE LTD
4664382, CBI                   , XNAS     ,CBI UN EQUITY     ,CHICAGO BRIDGE & IRON CO NV
4664383, GPT                   , XASX     ,GPT AU EQUITY     ,GPT GROUP
4664384,6753, XTKS     ,6753 JT EQUITY    ,SHARP CORP
4664385, LUPE                  , XSTO     ,LUPE SS EQUITY    ,LUNDIN PETROLEUM AB
4664386, FXI                   , ARCX     ,FXI UP EQUITY     ,ISHARES CHINA LARGE-CAP ETF
4664387,9508, XTKS     ,9508 JT EQUITY    ,KYUSHU ELECTRIC POWER CO INC
4664388, TDC                   , XCSE     ,TDC DC EQUITY     ,TDC A/S
4664389, VE                    , XNAS     ,E UN EQUITY,VEOLIA ENVIRONNEMENT-ADR
4664390,8303, XTKS     ,8303 JT EQUITY    ,SHINSEI BANK LTD
4664391, DEG                   , XNAS     ,DEG UN EQUITY     ,DELHAIZE GROUP - SPONS ADR
4664392,6460, XTKS     ,6460 JT EQUITY    ,SEGA SAMMY HOLDINGS INC
4664393, DELB , XBRU     ,DELB BB EQUITY    ,DELHAIZE GROUP
4664394, CLB                   , XNAS     ,CLB UN EQUITY     ,CORE LABORATORIES N.V.
4664395, ASX                   , XASX     ,ASX AU EQUITY     ,ASX LTD
4664396,8729, XTKS     ,8729 JT EQUITY    ,SONY FINANCIAL HOLDINGS INC
4664397, MBB                   , ARCX     ,MBB UP EQUITY     ,ISHARES MBS ETF
4664398,4151, XTKS     ,4151 JT EQUITY    ,KYOWA HAKKO KIRIN CO LTD
4664399, AU                    , XNAS     ,AU UN EQUITY      ,ANGLOGOLD ASHANTI-SPON ADR
4664400, PNW                   , XNAS     ,PNW UN EQUITY     ,PINNACLE WEST CAPITAL
4664401, DBC                   , ARCX     ,DBC UP EQUITY     ,POWERSHARES DB COMMODITY IND
4664402, AMLP                  , ARCX     ,AMLP UP EQUITY    ,ALERIAN MLP ETF
4664403, S68                   , XSES     ,SGX SP EQUITY     ,SINGAPORE EXCHANGE LTD
4664404, RE                    , XNAS     ,RE UN EQUITY      ,EVEREST RE GROUP LTD
4664405, VB                    , ARCX     ,VB UP EQUITY      ,VANGUARD SMALL-CAP ETF
4664406, UDR                   , XNAS     ,UDR UN EQUITY     ,UDR INC
4664407,4307, XTKS     ,4307 JT EQUITY    ,NOMURA RESEARCH INSTITUTE LT
4664408, ELN                   , XNAS     ,ELN US EQUITY     ,ELAN CORP PLC -SPONS ADR
4664409,4506, XTKS     ,4506 JT EQUITY    ,DAINIPPON SUMITOMO PHARMA CO
4664410,1308, XTKS     ,1308 JT EQUITY    ,NIKKO ETF - TOPIX
4664411, ESS                   , XNAS     ,ESS UN EQUITY     ,ESSEX PROPERTY TRUST INC
4664412, JS8                   , XSES     ,CMA SP EQUITY     ,CAPITAMALLS ASIA LTD
4664413,4005, XTKS     ,4005 JT EQUITY    ,SUMITOMO CHEMICAL CO LTD
4664414, CCK                   , XNAS     ,CCK UN EQUITY     ,CROWN HOLDINGS INC
4664415, LXS , XETR     ,LXS GY EQUITY     ,LANXESS AG
4664416, VYM                   , ARCX     ,VYM UP EQUITY     ,VANGUARD HIGH DVD YIELD ETF
4664417,4911, XTKS     ,4911 JT EQUITY    ,SHISEIDO CO LTD
4664418,7012, XTKS     ,7012 JT EQUITY    ,KAWASAKI HEAVY INDUSTRIES
4664419, CIU                   , ARCX     ,CIU UP EQUITY     ,ISHARES INTERMEDIATE CREDIT
4664420, CPT                   , XNAS     ,CPT UN EQUITY     ,CAMDEN PROPERTY TRUST
4664421, ST                    , XNAS     ,ST UN EQUITY      ,SENSATA TECHNOLOGIES HOLDING
4664422, AMJ                   , ARCX     ,AMJ UP EQUITY     ,JPMORGAN ALERIAN MLP INDEX
4664423,7272, XTKS     ,7272 JT EQUITY    ,YAMAHA MOTOR CO LTD
4664424, IVE                   , ARCX     ,IVE UP EQUITY     ,ISHARES S&P 500 VALUE ETF
4664425,1320, XTKS     ,1320 JT EQUITY    ,DAIWA ETF - NIKKEI 225
4664426, MGR                   , XASX     ,MGR AU EQUITY     ,MIRVAC GROUP
4664427, LEI                   , XASX     ,LEI AU EQUITY     ,LEIGHTON HOLDINGS LTD
4664428, XLU                   , ARCX     ,XLU UP EQUITY     ,UTILITIES SELECT SECTOR SPDR
4664429, CPU                   , XASX     ,CPU AU EQUITY     ,COMPUTERSHARE LTD
4664430,7013, XTKS     ,7013 JT EQUITY    ,IHI CORP
4664431,3405, XTKS     ,3405 JT EQUITY    ,KURARAY CO LTD
4664432, ENG , XMAD     ,ENG SM EQUITY     ,ENAGAS SA
4664433,9506, XTKS     ,9506 JT EQUITY    ,TOHOKU ELECTRIC POWER CO INC
4664434, BVA , XMAD     ,BVA SM EQUITY     ,BANCO DE VALENCIA SA
4664435, VGK                   , ARCX     ,VGK UP EQUITY     ,VANGUARD FTSE EUROPE ETF
4664436, C38U                  , XSES     ,CT SP EQUITY      ,CAPITAMALL TRUST
4664437, SKYD , XETR     ,SKYD GY EQUITY    ,SKY DEUTSCHLAND AG
4664438,8572, XTKS     ,8572 JT EQUITY    ,ACOM CO LTD
4664439, MEO1V , XHEL     ,MEO1V FH EQUITY   ,METSO OYJ
4664440,5012, XTKS     ,5012 JT EQUITY    ,TONENGENERAL SEKIYU KK
4664441, FNF                   , XNAS     ,FNF UN EQUITY     ,FIDELITY NATIONAL FINL-A
4664442, STERV , XHEL     ,STERV FH EQUITY   ,STORA ENSO OYJ-R SHS
4664443,4204, XTKS     ,4204 JT EQUITY    ,SEKISUI CHEMICAL CO LTD
4664444, EMB                   , ARCX     ,EMB UP EQUITY     ,ISHARES JP MORGAN USD EMERGI
4664445, CTX                   , XASX     ,CTX AU EQUITY     ,CALTEX AUSTRALIA LTD
4664446, UMI , XBRU     ,UMI BB EQUITY     ,UMICORE
4664447, TW                    , XNAS     ,TW UN EQUITY      ,TOWERS WATSON & CO-CL A
4664448, EKTA B                , XSTO     ,EKTAB SS EQUITY   ,ELEKTA AB-B SHS
4664449, VZLD , XETR     ,VZLD GY EQUITY    ,ETFS PHYSICAL GOLD
4664450, CC3                   , XSES     ,STH SP EQUITY     ,STARHUB LTD
4664451, CFX                   , XASX     ,CFX AU EQUITY     ,CFS RETAIL PROPERTY TRUST GR
4664452, E5H                   , XSES     ,GGR SP EQUITY     ,GOLDEN AGRI-RESOURCES LTD
4664453,8331, XTKS     ,8331 JT EQUITY    ,CHIBA BANK LTD/THE
4664454,9001, XTKS     ,9001 JT EQUITY    ,TOBU RAILWAY CO LTD
4664455,8697, XTKS     ,8697 JT EQUITY    ,JAPAN EXCHANGE GROUP INC
4664456,6762, XTKS     ,6762 JT EQUITY    ,TDK CORP
4664457, SAB , XMAD     ,SAB SM EQUITY     ,BANCO DE SABADELL SA
4664458, UPM1V , XHEL     ,UPM1V FH EQUITY   ,UPM-KYMMENE OYJ
4664459, IYR                   , ARCX     ,IYR UP EQUITY     ,ISHARES US REAL ESTATE ETF
4664460, LNT                   , XNAS     ,LNT UN EQUITY     ,ALLIANT ENERGY CORP
4664461,6471, XTKS     ,6471 JT EQUITY    ,NSK LTD
4664462, DEM                   , ARCX     ,DEM UP EQUITY     ,WISDOMTREE EMG MKTS EQ INCOM
4664463, AFI                   , XASX     ,AFI AU EQUITY     ,AUSTRALIAN FOUNDATION INV CO
4664464,6305, XTKS     ,6305 JT EQUITY    ,HITACHI CONSTRUCTION MACHINE
4664465,9513, XTKS     ,9513 JT EQUITY    ,ELECTRIC POWER DEVELOPMENT C
4664466, LLC                   , XASX     ,LLC AU EQUITY     ,LEND LEASE GROUP
4664467, BTU                   , XNAS     ,BTU UN EQUITY     ,PEABODY ENERGY CORP
4664468, NRE1V , XHEL     ,NRE1V FH EQUITY   ,NOKIAN RENKAAT OYJ
4664469,4716, XTKS     ,4716 JT EQUITY    ,ORACLE CORP JAPAN
4664470, T39                   , XSES     ,SPH SP EQUITY     ,SINGAPORE PRESS HOLDINGS LTD
4664471,9504, XTKS     ,9504 JT EQUITY    ,CHUGOKU ELECTRIC POWER CO
4664472, SHL                   , XASX     ,SHL AU EQUITY     ,SONIC HEALTHCARE LTD
4664473, FRA , XETR     ,FRA GY EQUITY     ,FRAPORT AG FRANKFURT AIRPORT
4664474, UTDI , XETR     ,UTDI GY EQUITY    ,UNITED INTERNET AG-REG SHARE
4664475, FPE3 , XETR     ,FPE3 GY EQUITY    ,FUCHS PETROLUB SE -PREF
4664476, FPE , XETR     ,FPE GY EQUITY     ,FUCHS PETROLUB SE
4664477, N21                   , XSES     ,NOBL SP EQUITY    ,NOBLE GROUP LTD
4664478, POH1S , XHEL     ,POH1S FH EQUITY   ,POHJOLA BANK PLC-A SHS
4664479, HOT , XETR     ,HOT GY EQUITY     ,HOCHTIEF AG
4664480,3099, XTKS     ,3099 JT EQUITY    ,ISETAN MITSUKOSHI HOLDINGS L
4664481, APA                   , XASX     ,APA AU EQUITY     ,APA GROUP
4664482, GDX , ARCX     ,GDX UP EQUITY     ,MARKET VECTORS GOLD MINERS
4664483, DIA                   , XMAD     ,DIA SM EQUITY     ,DISTRIBUIDORA INTERNACIONAL
4664484, WLL                   , XNAS     ,WLL UN EQUITY     ,WHITING PETROLEUM CORP
4664485, IWN                   , ARCX     ,IWN UP EQUITY     ,ISHARES RUSSELL 2000 VALUE E
4664486,6806, XTKS     ,6806 JT EQUITY    ,HIROSE ELECTRIC CO LTD
4664487, TNET , XBRU     ,TNET BB EQUITY    ,TELENET GROUP HOLDING NV
4664488, RGNC                  , XNAS     ,RGP US EQUITY     ,REGENCY ENERGY PARTNERS LP
4664489, DXS                   , XASX     ,DXS AU EQUITY     ,DEXUS PROPERTY GROUP
4664490, ZOT , XMAD     ,ZOT SM EQUITY     ,ZARDOYA OTIS SA
4664491, POM                   , XNAS     ,POM UN EQUITY     ,PEPCO HOLDINGS INC
4664492, MOO                   , ARCX     ,MOO UP EQUITY     ,MARKET VECTORS AGRIBUSINESS
4664493,8815, XTKS     ,8815 JT EQUITY    ,TOKYU LAND CORP
4664494, OC                    , XNAS     ,OC UN EQUITY      ,OWENS CORNING
4664495, AGCO                  , XNAS     ,AGCO UN EQUITY    ,AGCO CORP
4664496, KBR                   , XNAS     ,KBR UN EQUITY     ,KBR INC
4664497, G4S                   , XCSE     ,GR4SEC DC EQUITY  ,G4S PLC
4664498, XLY                   , ARCX     ,XLY UP EQUITY     ,CONSUMER DISCRETIONARY SELT
4664499, MTX , XETR     ,MTX GY EQUITY     ,MTU AERO ENGINES AG
4664500, SLHN , XVTX     ,SLHN VX EQUITY    ,SWISS LIFE HOLDING AG-REG
4664501, BOND                  , ARCX     ,BOND UP EQUITY    ,PIMCO TOTAL RETURN ETF
4664502, NFG                   , XNAS     ,NFG UN EQUITY     ,NATIONAL FUEL GAS CO
4664503,7911, XTKS     ,7911 JT EQUITY    ,TOPPAN PRINTING CO LTD
4664504, TRYG                  , XCSE     ,TRYG DC EQUITY    ,TRYG A/S
4664505,1305, XTKS     ,1305 JT EQUITY    ,DAIWA ETF - TOPIX
4664506,9006, XTKS     ,9006 JT EQUITY    ,KEIKYU CORP
4664507, ARE                   , XNAS     ,ARE UN EQUITY     ,ALEXANDRIA REAL ESTATE EQUIT
4664508, SAI                   , XNAS     ,LDOS UN EQUITY,SAIC INC
4664509, GNW                   , XNAS     ,GNW UN EQUITY     ,GENWORTH FINANCIAL INC-CL A
4664510, VO                    , ARCX     ,VO UP EQUITY      ,VANGUARD MID-CAP ETF
4664511,3003, XTKS     ,3003 JT EQUITY    ,HULIC CO LTD
4664512,4185, XTKS     ,4185 JT EQUITY    ,JSR CORP
4664513, NGLS                  , XNAS     ,NGLS UN EQUITY    ,TARGA RESOURCES PARTNERS LP
4664514,9104, XTKS     ,9104 JT EQUITY    ,MITSUI OSK LINES LTD
4664515,8304, XTKS     ,8304 JT EQUITY    ,AOZORA BANK LTD
4664516, BVN                   , XNAS     ,BVN UN EQUITY     ,CIA DE MINAS BUENAVENTUR-ADR
4664517, XLI , ARCX     ,XLI UP EQUITY     ,INDUSTRIAL SELECT SECT SPDR
4664518, IWS                   , ARCX     ,IWS UP EQUITY     ,ISHARES RUSSELL MID-CAP VALU
4664519,9062, XTKS     ,9062 JT EQUITY    ,NIPPON EXPRESS CO LTD
4664520, PRE                   , XNAS     ,PRE UN EQUITY     ,PARTNERRE LTD
4664521,8570, XTKS     ,8570 JT EQUITY    ,AEON FINANCIAL SERVICE CO LT
4664522, SPLV                  , ARCX     ,SPLV UP EQUITY    ,POWERSHARES S&P 500 LOW VOLA
4664523,9101, XTKS     ,9101 JT EQUITY    ,NIPPON YUSEN
4664524,5333, XTKS     ,5333 JT EQUITY    ,NGK INSULATORS LTD
4664525,8905, XTKS     ,8905 JT EQUITY    ,AEON MALL CO LTD
4664526, NBR                   , XNAS     ,NBR UN EQUITY     ,NABORS INDUSTRIES LTD
4664527,4530, XTKS     ,4530 JT EQUITY    ,HISAMITSU PHARMACEUTICAL CO
4664528,5406, XTKS     ,5406 JT EQUITY    ,KOBE STEEL LTD
4664529, K17                   , XSES     ,KPLD SP EQUITY    ,KEPPEL LAND LTD
4664530, A17U                  , XSES     ,AREIT SP EQUITY   ,ASCENDAS REAL ESTATE INV TRT
4664531, AIO                   , XASX     ,AIO AU EQUITY     ,ASCIANO LTD
4664532,5711, XTKS     ,5711 JT EQUITY    ,MITSUBISHI MATERIALS CORP
4664533, LUND B                , XSTO     ,LUNDB SS EQUITY   ,LUNDBERGS AB-B SHS
4664534, WOR                   , XASX     ,WOR AU EQUITY     ,WORLEYPARSONS LTD
4664535, CLN , XVTX     ,CLN VX EQUITY     ,CLARIANT AG-REG
4664536,9008, XTKS     ,9008 JT EQUITY    ,KEIO CORP
4664537, CHR                   , XCSE     ,CHR DC EQUITY     ,CHR HANSEN HOLDING A/S
4664538, ARCC                  , XNYS     ,ARCC UW EQUITY    ,ARES CAPITAL CORP
4664539, NVE                   , XNAS     ,NVE US EQUITY     ,NV ENERGY INC
4664540,9843, XTKS     ,9843 JT EQUITY    ,NITORI HOLDINGS CO LTD
4664541, BALN , XVTX     ,BALN VX EQUITY    ,BALOISE HOLDING AG - REG
4664542, SY1 , XETR     ,SY1 GY EQUITY     ,SYMRISE AG
4664543,2897, XTKS     ,2897 JT EQUITY    ,NISSIN FOODS HOLDINGS CO LTD
4664544, IWO                   , ARCX     ,IWO UP EQUITY     ,ISHARES RUSSELL 2000 GROWTH
4664545, TEG                   , XNAS     ,TEG UN EQUITY     ,INTEGRYS ENERGY GROUP INC
4664546,6963, XTKS     ,6963 JT EQUITY    ,ROHM CO LTD
4664547, IGT                   , XNAS     ,IGT UN EQUITY     ,INTL GAME TECHNOLOGY
4664548, EDPR , XLIS     ,EDPR PL EQUITY    ,EDP RENOVAVEIS SA
4664549, XELTO                 , XMAD     ,XELTO SM EQUITY   ,CENTRAIS ELETRICAS BRASILIER
4664550,8593, XTKS     ,8593 JT EQUITY    ,MITSUBISHI UFJ LEASE & FINAN
4664551, GBF , XETR     ,GBF GY EQUITY     ,BILFINGER SE
4664552, ITC                   , XNAS     ,ITC UN EQUITY     ,ITC HOLDINGS CORP
4664553, OI                    , XNAS     ,OI UN EQUITY      ,OWENS-ILLINOIS INC
4664554, AVT                   , XNAS     ,AVT UN EQUITY     ,AVNET INC
4664555, SCH                   , XOSL     ,SCH NO EQUITY     ,SCHIBSTED ASA
4664556, ILU                   , XASX     ,ILU AU EQUITY     ,ILUKA RESOURCES LTD
4664557, UGI                   , XNAS     ,UGI UN EQUITY     ,UGI CORP
4664558, IEF                   , ARCX     ,IEF UP EQUITY     ,ISHARES 7-10 YEAR TREASURY B
4664559, WDH                   , XCSE     ,WDH DC EQUITY     ,WILLIAM DEMANT HOLDING
4664560, IOC                   , XNAS     ,IOC UN EQUITY     ,INTEROIL CORP
4664561,8253, XTKS     ,8253 JT EQUITY    ,CREDIT SAISON CO LTD
4664562, BIV                   , ARCX     ,BIV UP EQUITY     ,VANGUARD INTERMEDIATE-TERM B
4664563,4676, XTKS     ,4676 JT EQUITY    ,FUJI MEDIA HOLDINGS INC
4664564, QIA , XETR     ,QIA GY EQUITY     ,QIAGEN N.V.
4664565,5110, XTKS     ,5110 JT EQUITY    ,SUMITOMO RUBBER INDUSTRIES
4664566,4704, XTKS     ,4704 JT EQUITY    ,TREND MICRO INC
4664567,6417, XTKS     ,6417 JT EQUITY    ,SANKYO CO LTD
4664568, TTS                   , XASX     ,TTS AU EQUITY     ,TATTS GROUP LTD
4664569, JHX                   , XASX     ,JHX AU EQUITY     ,JAMES HARDIE INDUSTRIES-CDI
4664570, STWD                  , XNAS     ,STWD UN EQUITY    ,STARWOOD PROPERTY TRUST INC
4664571, S59                   , XSES     ,SIE SP EQUITY     ,SIA ENGINEERING CO LTD
4664572, IPL                   , XASX     ,IPL AU EQUITY     ,INCITEC PIVOT LTD
4664573, PNDORA                , XCSE     ,PNDORA DC EQUITY  ,PANDORA A/S
4664574,5947, XTKS     ,5947 JT EQUITY    ,RINNAI CORP
4664575,3231, XTKS     ,3231 JT EQUITY    ,NOMURA REAL ESTATE HOLDINGS
4664576, EPP                   , ARCX     ,EPP UP EQUITY     ,ISHARES MSCI PACIFIC EX JAPA
4664577, U14                   , XSES     ,UOL SP EQUITY     ,UOL GROUP LTD
4664578,8136, XTKS     ,8136 JT EQUITY    ,SANRIO CO LTD
4664579, BKLN                  , ARCX     ,BKLN UP EQUITY    ,POWERSHARES SENIOR LOAN
4664580, DSV                   , XCSE     ,DSV DC EQUITY     ,DSV A/S
4664581, GFI                   , XNAS     ,GFI UN EQUITY     ,GOLD FIELDS LTD-SPONS ADR
4664582, RDC                   , XNAS     ,RDC UN EQUITY     ,ROWAN COMPANIES PLC-A
4664583, SHV                   , ARCX     ,SHV UP EQUITY     ,ISHARES SHORT TREASURY BOND
4664584,9404, XTKS     ,9404 JT EQUITY    ,NIPPON TELEVISION HOLDINGS
4664585,1801, XTKS     ,1801 JT EQUITY    ,TAISEI CORP
4664586, IWV                   , ARCX     ,IWV UP EQUITY     ,ISHARES RUSSELL 3000 ETF
4664587,8933, XTKS     ,8933 JT EQUITY    ,NTT URBAN DEVELOPMENT CORP
4664588,8333, XTKS     ,8333 JT EQUITY    ,JOYO BANK LTD/THE
4664589, SPR , XETR     ,SPR GY EQUITY     ,AXEL SPRINGER SE
4664590, JCP                   , XNAS     ,JCP UN EQUITY     ,J.C. PENNEY CO INC
4664591, FIE , XETR     ,FIE GY EQUITY     ,FIELMANN AG
4664592,3861, XTKS     ,3861 JT EQUITY    ,OJI HOLDINGS CORP
4664593,8028, XTKS     ,8028 JT EQUITY    ,FAMILYMART CO LTD
4664594,5334, XTKS     ,5334 JT EQUITY    ,NGK SPARK PLUG CO LTD
4664595, BEN                   , XASX     ,BEN AU EQUITY     ,BENDIGO AND ADELAIDE BANK
4664596,4902, XTKS     ,4902 JT EQUITY    ,KONICA MINOLTA INC
4664597, OEF                   , ARCX     ,OEF UP EQUITY     ,ISHARES S&P 100 ETF
4664598,8227, XTKS     ,8227 JT EQUITY    ,SHIMAMURA CO LTD
4664599,9507, XTKS     ,9507 JT EQUITY    ,SHIKOKU ELECTRIC POWER CO
4664600, PTC , XLIS     ,PTC PL EQUITY     ,PORTUGAL TELECOM SGPS SA-REG
4664601, MSCI                  , XNAS     ,MSCI UN EQUITY    ,MSCI INC
4664602, RWX                   , ARCX     ,RWX UP EQUITY     ,SPDR DJ INTERNATIONAL REAL E
4664603, WR                    , XNAS     ,WR UN EQUITY      ,WESTAR ENERGY INC
4664604, ARW                   , XNAS     ,ARW UN EQUITY     ,ARROW ELECTRONICS INC
4664605,5332, XTKS     ,5332 JT EQUITY    ,TOTO LTD
4664606, VV                    , ARCX     ,VV UP EQUITY      ,VANGUARD LARGE-CAP ETF
4664607, ARG                   , XASX     ,ARG AU EQUITY     ,ARGO INVESTMENTS LTD
4664608,8358, XTKS     ,8358 JT EQUITY    ,SURUGA BANK LTD
4664609, BES , XLIS     ,BES PL EQUITY     ,BANCO ESPIRITO SANTO-REG
4664610,1802, XTKS     ,1802 JT EQUITY    ,OBAYASHI CORP
4664611, TREL B                , XSTO     ,TRELB SS EQUITY   ,TRELLEBORG AB-B SHS
4664612,9831, XTKS     ,9831 JT EQUITY    ,YAMADA DENKI CO LTD
4664613, MHG                   , XOSL     ,MHG NO EQUITY     ,MARINE HARVEST
4664614,5486, XTKS     ,5486 JT EQUITY    ,HITACHI METALS LTD
4664615, EWC                   , ARCX     ,EWC UP EQUITY     ,ISHARES MSCI CANADA ETF
4664616, RSP                   , ARCX     ,RSP UP EQUITY     ,GUGGENHEIM S&P 500 EQUAL WEI
4664617, AKSO                  , XOSL     ,AKSO NO EQUITY    ,AKER SOLUTIONS ASA
4664618, NES1V , XHEL     ,NES1V FH EQUITY   ,NESTE OIL OYJ
4664619, TE                    , XNAS     ,TE UN EQUITY      ,TECO ENERGY INC
4664620,8410, XTKS     ,8410 JT EQUITY    ,SEVEN BANK LTD
4664621, TWE                   , XASX     ,TWE AU EQUITY     ,TREASURY WINE ESTATES LTD
4664622, LONN , XVTX     ,LONN VX EQUITY    ,LONZA GROUP AG-REG
4664623, BOL                   , XSTO     ,BOL SS EQUITY     ,BOLIDEN AB
4664624,6473, XTKS     ,6473 JT EQUITY    ,JTEKT CORP
4664625, SPN                   , XASX     ,SPN AU EQUITY     ,SP AUSNET
4664626,4732, XTKS     ,4732 JT EQUITY    ,USS CO LTD
4664627, S21                   , XSES     ,GENHK SP EQUITY   ,GENTING HONG KONG LTD
4664628, DPM                   , XNAS     ,DPM UN EQUITY     ,DCP MIDSTREAM PARTNERS LP
4664629,5233, XTKS     ,5233 JT EQUITY    ,TAIHEIYO CEMENT CORP
4664630,5101, XTKS     ,5101 JT EQUITY    ,YOKOHAMA RUBBER CO LTD
4664631, LUN , XCSE     ,LUN DC EQUITY     ,H LUNDBECK A/S
4664632, IWP                   , ARCX     ,IWP UP EQUITY     ,ISHARES RUSSELL MID-CAP GROW
4664633,2801, XTKS     ,2801 JT EQUITY    ,KIKKOMAN CORP
4664634, ORNBV , XHEL     ,ORNBV FH EQUITY   ,ORION OYJ-CLASS B
4664635,7532, XTKS     ,7532 JT EQUITY    ,DON QUIJOTE HOLDINGS CO LTD
4664636, IJK                   , ARCX     ,IJK UP EQUITY     ,ISHARES S&P MID-CAP 400 GROW
4664637,3086, XTKS     ,3086 JT EQUITY    ,J FRONT RETAILING CO LTD
4664638,9766, XTKS     ,9766 JT EQUITY    ,KONAMI CORP
4664639,4613, XTKS     ,4613 JT EQUITY    ,KANSAI PAINT CO LTD
4664640, TEX                   , XNAS     ,TEX UN EQUITY     ,TEREX CORP
4664641,9783, XTKS     ,9783 JT EQUITY    ,BENESSE HOLDINGS INC
4664642,7832, XTKS     ,7832 JT EQUITY    ,NAMCO BANDAI HOLDINGS INC
4664643, REA                   , XASX     ,REA AU EQUITY     ,REA GROUP LTD
4664644,4182, XTKS     ,4182 JT EQUITY    ,MITSUBISHI GAS CHEMICAL CO
4664645, MEDA A                , XSTO     ,MEDAA SS EQUITY   ,MEDA AB-A SHS
4664646, TGS                   , XOSL     ,TGS NO EQUITY     ,TGS NOPEC GEOPHYSICAL CO ASA
4664647,2702, XTKS     ,2702 JT EQUITY    ,MCDONALD'S HOLDINGS CO JAPAN
4664648, USMV                  , ARCX     ,USMV UP EQUITY    ,ISHARES MSCI USA MINIMUM VOL
4664649, OHL , XMAD     ,OHL SM EQUITY     ,OBRASCON HUARTE LAIN S.A.
4664650, COH                   , XASX     ,COH AU EQUITY     ,COCHLEAR LTD
4664651, C61U                  , XSES     ,CCT SP EQUITY     ,CAPITACOMMERCIAL TRUST
4664652, FLT                   , XASX     ,FLT AU EQUITY     ,FLIGHT CENTRE TRAVEL GROUP L
4664653, MUB                   , ARCX     ,MUB UP EQUITY     ,ISHARES NATIONAL AMT-FREE MU
4664654, TBT                   , ARCX     ,TBT UP EQUITY     ,PROSHARES ULTRASHORT 20+Y TR
4664655,8354, XTKS     ,8354 JT EQUITY    ,FUKUOKA FINANCIAL GROUP INC
4664656,2875, XTKS     ,2875 JT EQUITY    ,TOYO SUISAN KAISHA LTD
4664657, WCH , XETR     ,WCH GY EQUITY     ,WACKER CHEMIE AG
4664658, EWH                   , ARCX     ,EWH UP EQUITY     ,ISHARES MSCI HONG KONG ETF
4664659,9602, XTKS     ,9602 JT EQUITY    ,TOHO CO LTD
4664660, UPL                   , XNAS     ,UPL UN EQUITY     ,ULTRA PETROLEUM CORP
4664661, GT                    , XNYS     ,GT UW EQUITY      ,GOODYEAR TIRE & RUBBER CO
4664662,1812, XTKS     ,1812 JT EQUITY    ,KAJIMA CORP
4664663, SFD                   , XNAS     ,SFD US EQUITY     ,SMITHFIELD FOODS INC
4664664,6923, XTKS     ,6923 JT EQUITY    ,STANLEY ELECTRIC CO LTD
4664665,3436, XTKS     ,3436 JT EQUITY    ,SUMCO CORP
4664666,4217, XTKS     ,4217 JT EQUITY    ,HITACHI CHEMICAL CO LTD
4664667, HDV                   , ARCX     ,HDV UP EQUITY     ,ISHARES HIGH DIVIDEND ETF
4664668,4536, XTKS     ,4536 JT EQUITY    ,SANTEN PHARMACEUTICAL CO LTD
4664669, CLS1 , XETR     ,CLS1 GY EQUITY    ,CELESIO AG
4664670, TLT                   , ARCX     ,TLT UP EQUITY     ,ISHARES 20+ YEAR TREASURY BO
4664671,2269, XTKS     ,2269 JT EQUITY    ,MEIJI HOLDINGS CO LTD
4664672, TOP                   , XCSE     ,TOP DC EQUITY     ,TOPDANMARK A/S
4664673, ANA , XMAD     ,ANA SM EQUITY     ,ACCIONA SA
4664674,6448, XTKS     ,6448 JT EQUITY    ,BROTHER INDUSTRIES LTD
4664675, MTS                   , XASX     ,MTS AU EQUITY     ,METCASH LTD
4664676,5019, XTKS     ,5019 JT EQUITY    ,IDEMITSU KOSAN CO LTD
4664677, TOL                   , XASX     ,TOL AU EQUITY     ,TOLL HOLDINGS LTD
4664678,8804, XTKS     ,8804 JT EQUITY    ,TOKYO TATEMONO CO LTD
4664679,6857, XTKS     ,6857 JT EQUITY    ,ADVANTEST CORP
4664680,8369, XTKS     ,8369 JT EQUITY    ,BANK OF KYOTO LTD/THE
4664681,2282, XTKS     ,2282 JT EQUITY    ,NIPPON MEAT PACKERS INC
4664682,4974, XTKS     ,4974 JT EQUITY    ,TAKARA BIO INC
4664683, O32                   , XSES     ,OLAM SP EQUITY    ,OLAM INTERNATIONAL LTD
4664684, SOL                   , XASX     ,SOL AU EQUITY     ,WASHINGTON H. SOUL PATTINSON
4664685, SEK                   , XASX     ,SEK AU EQUITY     ,SEEK LTD
4664686, QAN                   , XASX     ,QAN AU EQUITY     ,QANTAS AIRWAYS LTD
